Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Spectral Count	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Spectral Count	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Spectral Count	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Spectral Count	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Spectral Count	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Spectral Count	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 Total Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Unique Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Unique Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Unique Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Unique Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Unique Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Unique Intensity	20220208_002_LN229_EVmix_S362008_Slot1-1_1_2991 MaxLFQ Total Intensity	20220208_003_Tumor_EVenriched_S362011_Slot1-2_1_2992 MaxLFQ Total Intensity	20220208_004_Tumor_EVmix_S362010_Slot1-3_1_2993 MaxLFQ Total Intensity	20220208_005_Healthy_EVenriched_S362013_Slot1-4_1_2994 MaxLFQ Total Intensity	20220208_006_LN229_EVenriched_S362009_Slot1-5_1_2995 MaxLFQ Total Intensity	20220208_007_Healthy_EVmix_S362012_Slot1-6_1_2996 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P47756|CAPZB_HUMAN	P47756	CAPZB_HUMAN	CAPZB	277	18.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-actin-capping protein subunit beta	1.0000	0.9990	5	20	20	20	12	0	0	0	0	8	12	0	0	0	0	8	12	0	0	0	0	8	130203.29	0.0	0.0	0.0	0.0	200226.72	130203.29	0.0	0.0	0.0	0.0	200226.72	130203.29	0.0	0.0	0.0	0.0	200226.72	47823.367	0.0	0.0	0.0	0.0	91659.22	47823.367	0.0	0.0	0.0	0.0	91659.22	47823.367	0.0	0.0	0.0	0.0	91659.22	
sp|P47897|SYQ_HUMAN	P47897	SYQ_HUMAN	QARS1	775	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamine--tRNA ligase	1.0000	0.9990	3	6	6	6	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48509|CD151_HUMAN	P48509	CD151_HUMAN	CD151	253	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD151 antigen	1.0000	0.9990	2	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	541	35.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit epsilon	1.0000	0.9990	17	29	29	30	26	1	1	0	0	1	26	1	1	0	0	1	27	1	1	0	0	1	35957.695	62480.03	27377.805	0.0	0.0	0.0	35957.695	62480.03	27377.805	0.0	0.0	0.0	35957.695	62480.03	27377.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P48740|MASP1_HUMAN	P48740	MASP1_HUMAN	MASP1	699	23.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mannan-binding lectin serine protease 1	1.0000	0.9990	12	48	48	48	0	5	23	0	0	20	0	5	23	0	0	20	0	5	23	0	0	20	0.0	208457.62	248172.03	0.0	0.0	639262.5	0.0	208457.62	248172.03	0.0	0.0	639262.5	0.0	208457.62	248172.03	0.0	0.0	639262.5	0.0	194774.61	121460.64	0.0	0.0	228177.03	0.0	194774.61	121460.64	0.0	0.0	228177.03	0.0	194774.61	121460.64	0.0	0.0	228177.03	
sp|P49189|AL9A1_HUMAN	P49189	AL9A1_HUMAN	ALDH9A1	494	12.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	4-trimethylaminobutyraldehyde dehydrogenase	1.0000	0.9990	6	10	10	10	10	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49207|RL34_HUMAN	P49207	RL34_HUMAN	RPL34	117	20.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L34	1.0000	0.9987	3	8	8	8	8	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	2511	37.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fatty acid synthase	1.0000	0.9990	72	179	179	179	160	2	17	0	0	0	160	2	17	0	0	0	160	2	17	0	0	0	117676.47	0.0	165707.72	0.0	0.0	0.0	117676.47	0.0	165707.72	0.0	0.0	0.0	117676.47	0.0	165707.72	0.0	0.0	0.0	177128.95	0.0	204103.73	0.0	0.0	0.0	177128.95	0.0	204103.73	0.0	0.0	0.0	177128.95	0.0	204103.73	0.0	0.0	0.0	
sp|P49368|TCPG_HUMAN	P49368	TCPG_HUMAN	CCT3	545	33.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit gamma	1.0000	0.9990	16	42	41	42	32	3	4	1	2	0	31	3	4	1	2	0	32	3	4	1	2	0	104217.22	221967.1	104217.27	355879.2	685008.4	0.0	104217.22	221967.1	104217.27	355879.2	685008.4	0.0	104217.22	221967.1	104217.27	355879.2	685008.4	0.0	107378.5	0.0	107378.234	0.0	0.0	0.0	107378.5	0.0	107378.234	0.0	0.0	0.0	107378.5	0.0	107378.234	0.0	0.0	0.0	
sp|P49411|EFTU_HUMAN	P49411	EFTU_HUMAN	TUFM	452	13.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor Tu, mitochondrial	1.0000	0.9990	5	9	9	9	7	0	2	0	0	0	7	0	2	0	0	0	7	0	2	0	0	0	26129.506	0.0	23489.375	0.0	0.0	0.0	26129.506	0.0	23489.375	0.0	0.0	0.0	26129.506	0.0	23489.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49419|AL7A1_HUMAN	P49419	AL7A1_HUMAN	ALDH7A1	539	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-aminoadipic semialdehyde dehydrogenase	1.0000	0.9990	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS1	968	12.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alanine--tRNA ligase, cytoplasmic	1.0000	0.9990	8	15	15	15	12	0	3	0	0	0	12	0	3	0	0	0	12	0	3	0	0	0	21918.93	0.0	22804.035	0.0	0.0	0.0	21918.93	0.0	22804.035	0.0	0.0	0.0	21918.93	0.0	22804.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-3	1.0000	0.9990	3	10	10	10	9	0	1	0	0	0	9	0	1	0	0	0	9	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	22.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-2	1.0000	0.9990	4	10	10	10	10	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	904	4.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM2	1.0000	0.9989	5	7	7	7	7	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0000	0.9990	2	9	9	9	4	0	5	0	0	0	4	0	5	0	0	0	4	0	5	0	0	0	79556.89	0.0	81854.9	0.0	0.0	0.0	79556.89	0.0	81854.9	0.0	0.0	0.0	79556.89	0.0	81854.9	0.0	0.0	0.0	53641.227	0.0	70701.06	0.0	0.0	0.0	53641.227	0.0	70701.06	0.0	0.0	0.0	53641.227	0.0	70701.06	0.0	0.0	0.0	
sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor beta	1.0000	0.9990	8	19	9	19	10	0	5	1	0	3	7	0	0	0	0	2	10	0	5	1	0	3	33021.523	0.0	36605.28	81323.37	0.0	58586.883	25458.406	0.0	0.0	0.0	0.0	58586.883	33021.523	0.0	36605.28	81323.37	0.0	58586.883	24155.734	0.0	116899.55	0.0	0.0	55589.363	0.0	0.0	0.0	0.0	0.0	0.0	24155.734	0.0	116899.55	0.0	0.0	55589.363	
sp|P50443|S26A2_HUMAN	P50443	S26A2_HUMAN	SLC26A2	739	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sulfate transporter	1.0000	0.9986	3	5	5	5	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	11.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serpin H1	1.0000	0.9990	3	7	7	7	6	0	1	0	0	0	6	0	1	0	0	0	6	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50552|VASP_HUMAN	P50552	VASP_HUMAN	VASP	380	20.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vasodilator-stimulated phosphoprotein	1.0000	0.9990	6	10	10	10	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50914|RL14_HUMAN	P50914	RL14_HUMAN	RPL14	215	24.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L14	1.0000	0.9990	5	17	17	17	17	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	43.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit theta	1.0000	0.9990	21	41	41	41	35	0	0	0	0	6	35	0	0	0	0	6	35	0	0	0	0	6	402144.47	0.0	0.0	0.0	0.0	152487.81	402144.47	0.0	0.0	0.0	0.0	152487.81	402144.47	0.0	0.0	0.0	0.0	152487.81	250652.84	0.0	0.0	0.0	0.0	65428.64	250652.84	0.0	0.0	0.0	0.0	65428.64	250652.84	0.0	0.0	0.0	0.0	65428.64	
sp|P50991|TCPD_HUMAN	P50991	TCPD_HUMAN	CCT4	539	36.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit delta	1.0000	0.9990	15	49	48	49	33	1	9	3	0	3	32	1	9	3	0	3	33	1	9	3	0	3	29864.602	0.0	56553.164	79199.04	0.0	34848.844	29864.602	0.0	56553.164	79199.04	0.0	34848.844	29864.602	0.0	56553.164	79199.04	0.0	34848.844	44860.43	0.0	140558.06	0.0	0.0	0.0	44860.43	0.0	140558.06	0.0	0.0	0.0	44860.43	0.0	140558.06	0.0	0.0	0.0	
sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	12.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A11	1.0000	0.9990	6	12	12	12	11	0	0	0	0	1	11	0	0	0	0	1	11	0	0	0	0	1	32599.385	0.0	0.0	0.0	0.0	23682.945	32599.385	0.0	0.0	0.0	0.0	23682.945	32599.385	0.0	0.0	0.0	0.0	23682.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	58.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-7a	1.0000	0.9990	10	29	29	29	22	0	0	0	0	7	22	0	0	0	0	7	22	0	0	0	0	7	350100.47	0.0	0.0	0.0	0.0	186511.88	350100.47	0.0	0.0	0.0	0.0	186511.88	350100.47	0.0	0.0	0.0	0.0	186511.88	137029.17	0.0	0.0	0.0	0.0	84809.586	137029.17	0.0	0.0	0.0	0.0	84809.586	137029.17	0.0	0.0	0.0	0.0	84809.586	
sp|P51884|LUM_HUMAN	P51884	LUM_HUMAN	LUM	338	17.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lumican	1.0000	0.9990	5	12	12	12	7	0	5	0	0	0	7	0	5	0	0	0	7	0	5	0	0	0	102876.086	0.0	24573.89	0.0	0.0	0.0	102876.086	0.0	24573.89	0.0	0.0	0.0	102876.086	0.0	24573.89	0.0	0.0	0.0	125429.336	0.0	29960.623	0.0	0.0	0.0	125429.336	0.0	29960.623	0.0	0.0	0.0	125429.336	0.0	29960.623	0.0	0.0	0.0	
sp|P52209|6PGD_HUMAN	P52209	6PGD_HUMAN	PGD	483	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	6-phosphogluconate dehydrogenase, decarboxylating	1.0000	0.9990	3	6	6	6	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52272|HNRPM_HUMAN	P52272	HNRPM_HUMAN	HNRNPM	730	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein M	1.0000	0.9990	4	7	7	7	5	0	1	0	1	0	5	0	1	0	1	0	5	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52292|IMA1_HUMAN	P52292	IMA1_HUMAN	KPNA2	529	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-1	1.0000	0.9990	5	14	14	14	7	0	6	0	0	1	7	0	6	0	0	1	7	0	6	0	0	1	36819.016	0.0	46554.24	0.0	0.0	56155.887	36819.016	0.0	46554.24	0.0	0.0	56155.887	36819.016	0.0	46554.24	0.0	0.0	56155.887	10951.059	0.0	59184.688	0.0	0.0	0.0	10951.059	0.0	59184.688	0.0	0.0	0.0	10951.059	0.0	59184.688	0.0	0.0	0.0	
sp|P52907|CAZA1_HUMAN	P52907	CAZA1_HUMAN	CAPZA1	286	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha-1	1.0000	0.9990	3	5	3	5	2	0	0	0	0	3	2	0	0	0	0	1	2	0	0	0	0	3	14725.992	0.0	0.0	0.0	0.0	53800.11	14725.992	0.0	0.0	0.0	0.0	53800.11	14725.992	0.0	0.0	0.0	0.0	53800.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53396|ACLY_HUMAN	P53396	ACLY_HUMAN	ACLY	1101	19.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-citrate synthase	1.0000	0.9990	18	31	31	31	30	0	1	0	0	0	30	0	1	0	0	0	30	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit alpha	1.0000	0.9990	8	15	13	15	15	0	0	0	0	0	13	0	0	0	0	0	15	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS1	660	20.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine--tRNA ligase, cytoplasmic	1.0000	0.9990	10	18	18	18	18	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54709|AT1B3_HUMAN	P54709	AT1B3_HUMAN	ATP1B3	279	14.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-3	1.0000	0.9990	3	7	7	7	7	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55056|APOC4_HUMAN	P55056	APOC4_HUMAN	APOC4	127	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-IV	1.0000	0.9990	3	16	16	16	0	3	13	0	0	0	0	3	13	0	0	0	0	3	13	0	0	0	0.0	169422.19	117666.98	0.0	0.0	0.0	0.0	169422.19	117666.98	0.0	0.0	0.0	0.0	169422.19	117666.98	0.0	0.0	0.0	0.0	99389.96	77852.69	0.0	0.0	0.0	0.0	99389.96	77852.69	0.0	0.0	0.0	0.0	99389.96	77852.69	0.0	0.0	0.0	
sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	971	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-2	1.0000	0.9990	13	18	18	18	18	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 1	1.0000	0.9990	3	5	3	5	4	0	0	0	0	1	3	0	0	0	0	0	4	0	0	0	0	1	19522.137	0.0	0.0	0.0	0.0	46157.613	0.0	0.0	0.0	0.0	0.0	0.0	19522.137	0.0	0.0	0.0	0.0	46157.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55268|LAMB2_HUMAN	P55268	LAMB2_HUMAN	LAMB2	1798	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit beta-2	1.0000	0.9990	11	16	16	16	16	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cadherin-13	1.0000	0.9990	8	15	15	15	15	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
